Time,"PV Prod 30deg, W","PV Prod 45deg, W","PV Prod 30deg, W","PV Prod 45deg, W"
6689,-279.36,-294.79,279.36,294.79
6690,-29.32,-30.524,29.32,30.524
6691,-9.90E-12,7.95E-12,9.8955E-12,-7.9538E-12
6692,1.12E-14,-5.02E-28,-1.1176E-14,5.01988E-28
6693,1.70E-15,-2.12E-27,-1.70211E-15,2.11757E-27
6694,1.13E-27,-8.56E-28,-1.13317E-27,8.5564E-28
6695,2.96E-31,-2.64E-40,-2.95788E-31,2.63719E-40
6696,0,0,0,0
6697,0,0,0,0
6698,0,0,0,0
6699,0,0,0,0
6700,0,0,0,0
6701,0,0,0,0
6702,-181.45,-195.91,181.45,195.91
6703,-1296.7,-1530,1296.7,1530
6704,-3481,-4098.7,3481,4098.7
6705,-6040.6,-7020.7,6040.6,7020.7
6706,-7723.1,-8863.2,7723.1,8863.2
6707,-8828.9,-10086,8828.9,10086
6708,-9174.4,-10500,9174.4,10500
6709,-8093,-9289.2,8093,9289.2
6710,-6142.4,-7098.4,6142.4,7098.4
6711,-3938.9,-4628.5,3938.9,4628.5
6712,-1761.2,-2115.4,1761.2,2115.4
6713,-280.74,-300.51,280.74,300.51
6714,-6.56E-15,4.76E-15,6.55916E-15,-4.76208E-15
6715,6.89E-31,1.10E-30,-6.88709E-31,-1.09736E-30
6716,-3.21E-43,4.63E-43,3.21312E-43,-4.63032E-43
6717,3.07E-47,4.18E-59,-3.0671E-47,-4.17986E-59
6718,1.04E-62,-6.25E-63,-1.04403E-62,6.25225E-63
6719,-2.57E-75,-4.09E-75,2.56849E-75,4.09096E-75
6720,0,0,0,0
6721,0,0,0,0
6722,0,0,0,0
6723,0,0,0,0
6724,0,0,0,0
6725,-12.349,-10.787,12.349,10.787
6726,-144.55,-143.07,144.55,143.07
6727,-836.88,-926.47,836.88,926.47
6728,-1719.3,-1819.8,1719.3,1819.8
6729,-3003.2,-3227.4,3003.2,3227.4
6730,-4164.6,-4484.3,4164.6,4484.3
6731,-4751.7,-5108.1,4751.7,5108.1
6732,-5266.9,-5758.5,5266.9,5758.5
6733,-4725.2,-5175.9,4725.2,5175.9
6734,-3317.9,-3578.1,3317.9,3578.1
6735,-2127.1,-2316.6,2127.1,2316.6
6736,-1026.3,-1141.9,1026.3,1141.9
6737,-184.66,-194.71,184.66,194.71
6738,4.76E-13,-3.70E-13,-4.76093E-13,3.703E-13
6739,-1.28E-32,1.37E-33,1.28193E-32,-1.36767E-33
6740,3.66E-48,3.28E-49,-3.6574E-48,-3.2801E-49
6741,-1.87E-59,3.16E-60,1.8743E-59,-3.15915E-60
6742,2.37E-64,-3.21E-65,-2.37095E-64,3.20605E-65
6743,4.16E-75,-2.65E-76,-4.1569E-75,2.64569E-76
6744,0,0,0,0
6745,0,0,0,0
6746,0,0,0,0
6747,0,0,0,0
6748,0,0,0,0
6749,-17.97,-18.486,17.97,18.486
6750,-128.12,-131.54,128.12,131.54
6751,-1173,-1409.8,1173,1409.8
6752,-3450,-4118.8,3450,4118.8
6753,-6758.8,-8031.2,6758.8,8031.2
6754,-8426.7,-9832.8,8426.7,9832.8
6755,-7134.6,-8079.1,7134.6,8079.1
6756,-4471.1,-4800.3,4471.1,4800.3
6757,-3141.8,-3289.8,3141.8,3289.8
6758,-2526.6,-2657.1,2526.6,2657.1
6759,-1609.5,-1698.8,1609.5,1698.8
6760,-718.24,-761.79,718.24,761.79
6761,-137.78,-136.17,137.78,136.17
6762,4.30E-16,4.14E-16,-4.29599E-16,-4.13973E-16
6763,3.76E-34,-1.32E-33,-3.76109E-34,1.32325E-33
6764,-2.64E-60,-2.71E-60,2.64E-60,2.71363E-60
6765,2.12E-76,-4.91E-76,-2.11891E-76,4.91061E-76
6766,1.83E-82,-1.28E-82,-1.83031E-82,1.28434E-82
6767,-3.32E-98,-8.44E-94,3.32489E-98,8.44217E-94
6768,0,0,0,0
6769,0,0,0,0
6770,0,0,0,0
6771,0,0,0,0
6772,0,0,0,0
6773,-20.686,-19.974,20.686,19.974
6774,-95.502,-94.283,95.502,94.283
6775,-692.44,-772.14,692.44,772.14
6776,-1631,-1759.4,1631,1759.4
6777,-2877.3,-3102.4,2877.3,3102.4
6778,-4004.6,-4322.8,4004.6,4322.8
6779,-4566.1,-4918.9,4566.1,4918.9
6780,-4498.4,-4834.1,4498.4,4834.1
6781,-3680.2,-3928.6,3680.2,3928.6
6782,-2623.3,-2782.5,2623.3,2782.5
6783,-1634.9,-1740.7,1634.9,1740.7
6784,-728.01,-782.23,728.01,782.23
6785,-138.4,-137.49,138.4,137.49
6786,-2.82E-15,-2.02E-15,2.81659E-15,2.02429E-15
6787,-5.98E-43,-1.76E-42,5.97704E-43,1.7595E-42
6788,9.03E-50,-5.22E-51,-9.02643E-50,5.2238E-51
6789,2.64E-63,-3.84E-63,-2.63625E-63,3.83627E-63
6790,-3.39E-75,-5.97E-74,3.39174E-75,5.96759E-74
6791,-4.42E-79,6.18E-80,4.42178E-79,-6.18113E-80
6792,0,0,0,0
6793,0,0,0,0
6794,0,0,0,0
6795,0,0,0,0
6796,0,0,0,0
6797,-22.875,-21.976,22.875,21.976
6798,-70.169,-67.2,70.169,67.2
6799,-626.23,-701.82,626.23,701.82
6800,-1562.7,-1687.6,1562.7,1687.6
6801,-2821.8,-3049.2,2821.8,3049.2
6802,-3907.4,-4222,3907.4,4222
6803,-4443.4,-4790.2,4443.4,4790.2
6804,-4459.2,-4803.8,4459.2,4803.8
6805,-4631.6,-5116.6,4631.6,5116.6
6806,-4002.4,-4495.6,4002.4,4495.6
6807,-2654.3,-3045.4,2654.3,3045.4
6808,-1286.5,-1531.4,1286.5,1531.4
6809,-198.79,-205.35,198.79,205.35
6810,1.91E-28,-1.69E-27,-1.91432E-28,1.69299E-27
6811,7.34E-59,1.27E-59,-7.33989E-59,-1.26579E-59
6812,0,0,0,0
6813,0,0,0,0
6814,0,0,0,0
6815,0,0,0,0
6816,0,0,0,0
6817,0,0,0,0
6818,0,0,0,0
6819,0,0,0,0
6820,0,0,0,0
6821,0,0,0,0
6822,-67.753,-78.419,67.753,78.419
6823,-1324.9,-1843.1,1324.9,1843.1
6824,-5204.3,-6645.6,5204.3,6645.6
6825,-8484,-10415,8484,10415
6826,-10793,-12966,10793,12966
6827,-11633,-13804,11633,13804
6828,-11231,-13280,11231,13280
6829,-9750.1,-11591,9750.1,11591
6830,-7265.6,-8743.2,7265.6,8743.2
6831,-4466.4,-5525.3,4466.4,5525.3
6832,-1636.3,-2115,1636.3,2115
6833,-159.49,-182.03,159.49,182.03
6834,1.50E-43,-2.91E-43,-1.49975E-43,2.90815E-43
6835,4.08E-68,5.11E-66,-4.08472E-68,-5.10963E-66
6836,-1.45E-93,-7.61E-92,1.44519E-93,7.60877E-92
6837,0,0,0,0
6838,0,0,0,0
6839,0,0,0,0
6840,0,0,0,0
6841,0,0,0,0
6842,0,0,0,0
6843,0,0,0,0
6844,0,0,0,0
6845,-9.6381,-9.7713,9.6381,9.7713
6846,-173.13,-205.03,173.13,205.03
6847,-842.24,-1006.9,842.24,1006.9
6848,-2650.3,-3138.5,2650.3,3138.5
6849,-4980.3,-5835.7,4980.3,5835.7
6850,-7526.3,-8806.2,7526.3,8806.2
6851,-10216,-12055,10216,12055
6852,-11975,-14274,11975,14274
6853,-11534,-13930,11534,13930
6854,-9199.3,-11338,9199.3,11338
6855,-5709.9,-7310.3,5709.9,7310.3
6856,-1862.7,-2524.3,1862.7,2524.3
6857,-166.4,-186.64,166.4,186.64
6858,1.25E-12,-1.19E-11,-1.25282E-12,1.1936E-11
6859,1.93E-47,-3.32E-45,-1.92666E-47,3.32301E-45
6860,1.96E-75,1.04E-75,-1.95909E-75,-1.04226E-75
6861,-2.95E-91,5.47E-91,2.94529E-91,-5.47169E-91
6862,0,2.23E-95,0,-2.23447E-95
6863,0,0,0,0
6864,0,0,0,0
6865,0,0,0,0
6866,0,0,0,0
6867,0,0,0,0
6868,0,0,0,0
6869,0,-0.11136,0,0.11136
6870,-103.71,-129.18,103.71,129.18
6871,-876.77,-1067.7,876.77,1067.7
6872,-2502.2,-2965.7,2502.2,2965.7
6873,-3624.6,-4115,3624.6,4115
6874,-4863.9,-5470.5,4863.9,5470.5
6875,-5840.3,-6573.2,5840.3,6573.2
6876,-5999.4,-6758.2,5999.4,6758.2
6877,-4975.4,-5593.7,4975.4,5593.7
6878,-3440.1,-3860,3440.1,3860
6879,-1898.2,-2140.2,1898.2,2140.2
6880,-618.22,-698,618.22,698
6881,-82.461,-81.932,82.461,81.932
6882,3.77E-27,-3.76E-17,-3.77274E-27,3.76252E-17
6883,4.89E-64,-4.76E-61,-4.89058E-64,4.76384E-61
6884,0,0,0,0
6885,0,0,0,0
6886,0,0,0,0
6887,0,0,0,0
6888,0,0,0,0
6889,0,0,0,0
6890,0,0,0,0
6891,0,0,0,0
6892,0,0,0,0
6893,0,0,0,0
6894,-44.585,-56.745,44.585,56.745
6895,-1042.1,-1409.5,1042.1,1409.5
6896,-4275.5,-5465.9,4275.5,5465.9
6897,-8075.5,-10018,8075.5,10018
6898,-11189,-13616,11189,13616
6899,-12808,-15443,12808,15443
6900,-13230,-15966,13230,15966
6901,-11932,-14537,11932,14537
6902,-9051,-11255,9051,11255
6903,-5431,-7028.7,5431,7028.7
6904,-1569,-2198.5,1569,2198.5
6905,-78.03,-97.566,78.03,97.566
6906,-2.70E-28,1.21E-16,2.70087E-28,-1.21118E-16
6907,0,0,0,0
6908,0,0,0,0
6909,0,0,0,0
6910,0,0,0,0
6911,0,0,0,0
6912,0,0,0,0
6913,0,0,0,0
6914,0,0,0,0
6915,0,0,0,0
6916,0,0,0,0
6917,0,-9.3957,0,9.3957
6918,-35.654,-46.951,35.654,46.951
6919,-669.07,-839.02,669.07,839.02
6920,-2251.1,-2543.7,2251.1,2543.7
6921,-3432.5,-3910.4,3432.5,3910.4
6922,-4431.4,-4976.8,4431.4,4976.8
6923,-5056.2,-5652.4,5056.2,5652.4
6924,-4850.7,-5399,4850.7,5399
6925,-3540.4,-3843.8,3540.4,3843.8
6926,-2363.5,-2546.9,2363.5,2546.9
6927,-1376.2,-1496.6,1376.2,1496.6
6928,-506.41,-577.04,506.41,577.04
6929,-41.246,-43.345,41.246,43.345
6930,2.73E-15,-1.56E-16,-2.7267E-15,1.5636E-16
6931,-4.40E-32,1.51E-32,4.39597E-32,-1.51282E-32
6932,-2.15E-47,-3.58E-48,2.14584E-47,3.57613E-48
6933,3.18E-60,2.00E-60,-3.18402E-60,-2.00464E-60
6934,1.16E-75,-1.74E-75,-1.1557E-75,1.73996E-75
6935,-2.81E-79,-1.77E-80,2.81363E-79,1.77129E-80
6936,0,0,0,0
6937,0,0,0,0
6938,0,0,0,0
6939,0,0,0,0
6940,0,0,0,0
6941,-3.9008,-1.2206,3.9008,1.2206
6942,-31.877,-32.921,31.877,32.921
6943,-367.23,-412.55,367.23,412.55
6944,-1234.7,-1348.8,1234.7,1348.8
6945,-2112.5,-2272,2112.5,2272
6946,-2959.9,-3176,2959.9,3176
6947,-3793.2,-4104.1,3793.2,4104.1
6948,-4096,-4463.5,4096,4463.5
6949,-3610.6,-3945.8,3610.6,3945.8
6950,-2494.8,-2720.1,2494.8,2720.1
6951,-1384.7,-1517.9,1384.7,1517.9
6952,-465.69,-531.8,465.69,531.8
6953,-33.026,-34.607,33.026,34.607
6954,4.81E-16,5.16E-16,-4.81011E-16,-5.1647E-16
6955,-4.72E-44,2.93E-44,4.71833E-44,-2.92745E-44
6956,-1.03E-60,1.40E-60,1.03047E-60,-1.39902E-60
6957,-6.27E-77,4.52E-77,6.26625E-77,-4.52082E-77
6958,-4.26E-80,9.62E-80,4.26413E-80,-9.6224E-80
6959,1.47E-92,-6.01E-93,-1.46628E-92,6.0145E-93
6960,0,0,0,0
6961,0,0,0,0
6962,0,0,0,0
6963,0,0,0,0
6964,0,0,0,0
6965,-6.126,-5.9711,6.126,5.9711
6966,-23.095,-23.279,23.095,23.279
6967,-344.45,-393.74,344.45,393.74
6968,-1170.2,-1280.5,1170.2,1280.5
6969,-2025,-2177.6,2025,2177.6
6970,-2505.6,-2650.9,2505.6,2650.9
6971,-2812.4,-2962.3,2812.4,2962.3
6972,-2915.4,-3079.8,2915.4,3079.8
6973,-2572.8,-2723,2572.8,2723
6974,-1840.2,-1946.1,1840.2,1946.1
6975,-969.43,-1022.2,969.43,1022.2
6976,-254.71,-261.05,254.71,261.05
6977,-16.441,-17.084,16.441,17.084
6978,1.29E-13,3.48E-13,-1.29009E-13,-3.4815E-13
6979,-3.36E-32,3.08E-32,3.36175E-32,-3.0794E-32
6980,1.96E-44,-7.54E-47,-1.95861E-44,7.53822E-47
6981,-5.64E-49,-5.35E-49,5.64002E-49,5.35101E-49
6982,9.15E-61,-8.72E-62,-9.15135E-61,8.71695E-62
6983,1.04E-75,4.49E-77,-1.03741E-75,-4.49142E-77
6984,0,0,0,0
6985,0,0,0,0
6986,0,0,0,0
6987,0,0,0,0
6988,0,0,0,0
6989,-1.4381,-1.7105,1.4381,1.7105
6990,-10.168,-13.633,10.168,13.633
6991,-353.48,-421.15,353.48,421.15
6992,-1436.4,-1645.4,1436.4,1645.4
6993,-2733.4,-3084,2733.4,3084
6994,-3777.5,-4224.8,3777.5,4224.8
6995,-4327.4,-4818.1,4327.4,4818.1
6996,-3737.8,-4065.9,3737.8,4065.9
6997,-3051.5,-3301.5,3051.5,3301.5
6998,-2353.4,-2574.3,2353.4,2574.3
6999,-1267.5,-1397,1267.5,1397
7000,-339.14,-384.06,339.14,384.06
7001,-7.6637,-10.623,7.6637,10.623
7002,4.46E-16,1.18E-16,-4.46198E-16,-1.17637E-16
7003,-8.68E-45,3.23E-45,8.67844E-45,-3.2265E-45
7004,-6.44E-61,2.07E-61,6.43911E-61,-2.06665E-61
7005,9.69E-65,-7.96E-66,-9.68819E-65,7.96121E-66
7006,9.38E-77,-5.28E-78,-9.38241E-77,5.27604E-78
7007,-2.04E-80,-2.17E-81,2.04421E-80,2.16694E-81
7008,0,0,0,0
7009,0,0,0,0
7010,0,0,0,0
7011,0,0,0,0
7012,0,0,0,0
7013,0,0,0,0
7014,-8.8963,-11.828,8.8963,11.828
7015,-350.08,-414.12,350.08,414.12
7016,-1519.8,-1766.5,1519.8,1766.5
7017,-3102.8,-3568.7,3102.8,3568.7
7018,-4811.9,-5535.5,4811.9,5535.5
7019,-6883,-8048.9,6883,8048.9
7020,-7937.5,-9380.1,7937.5,9380.1
7021,-7378.2,-8850.2,7378.2,8850.2
7022,-4692.1,-5641.1,4692.1,5641.1
7023,-2057.2,-2465.9,2057.2,2465.9
7024,-486.91,-611.27,486.91,611.27
7025,-11.735,-16.833,11.735,16.833
7026,-1.50E-12,1.66E-12,1.5035E-12,-1.66193E-12
7027,-6.06E-29,-3.30E-29,6.06234E-29,3.29892E-29
7028,-1.46E-44,1.04E-44,1.46194E-44,-1.03622E-44
7029,6.31E-48,9.92E-49,-6.30599E-48,-9.92093E-49
7030,1.44E-60,-1.87E-60,-1.44133E-60,1.8692E-60
7031,-1.22E-63,9.67E-65,1.21513E-63,-9.6717E-65
7032,0,0,0,0
7033,0,0,0,0
7034,0,0,0,0
7035,0,0,0,0
7036,0,0,0,0
7037,-0.43457,-0.12755,0.43457,0.12755
7038,-207.24,-285.56,207.24,285.56
7039,-676.81,-943.9,676.81,943.9
7040,-2981.3,-3823.8,2981.3,3823.8
7041,-5831.8,-7237.8,5831.8,7237.8
7042,-7863.4,-9542.6,7863.4,9542.6
7043,-7413.6,-8752.7,7413.6,8752.7
7044,-5501.5,-6347.6,5501.5,6347.6
7045,-3973.6,-4492.7,3973.6,4492.7
7046,-2759.1,-3134,2759.1,3134
7047,-1514.5,-1737.3,1514.5,1737.3
7048,-415.73,-490.68,415.73,490.68
7049,-38.178,-64.588,38.178,64.588
7050,-2.44E-13,-1.44E-14,2.43752E-13,1.44457E-14
7051,-3.26E-28,-2.63E-28,3.26335E-28,2.62725E-28
7052,-4.24E-32,-9.45E-32,4.24496E-32,9.44788E-32
7053,-3.29E-48,-4.95E-46,3.28842E-48,4.95325E-46
7054,2.82E-65,-8.80E-64,-2.81554E-65,8.80146E-64
7055,-3.97E-81,1.32E-80,3.97277E-81,-1.31865E-80
7056,0,0,0,0
7057,0,0,0,0
7058,0,0,0,0
7059,0,0,0,0
7060,0,0,0,0
7061,0,0,0,0
7062,0,0,0,0
7063,-418.89,-563.8,418.89,563.8
7064,-2802.7,-3601.6,2802.7,3601.6
7065,-5669.2,-7054.3,5669.2,7054.3
7066,-8437.4,-10332,8437.4,10332
7067,-10538,-12849,10538,12849
7068,-11372,-13919,11372,13919
7069,-10084,-12487,10084,12487
7070,-7301.5,-9242,7301.5,9242
7071,-3827.6,-5064.6,3827.6,5064.6
7072,-762.22,-1106.6,762.22,1106.6
7073,2.4091,6.3304,-2.4091,-6.3304
7074,9.11E-29,4.02E-28,-9.11173E-29,-4.01878E-28
7075,2.15E-50,4.71E-49,-2.14914E-50,-4.71426E-49
7076,3.14E-66,-1.31E-66,-3.14069E-66,1.31104E-66
7077,-1.93E-76,5.13E-79,1.92759E-76,-5.13353E-79
7078,7.84E-83,-1.40E-82,-7.83633E-83,1.40277E-82
7079,3.42E-92,-7.25E-95,-3.42242E-92,7.25041E-95
7080,0,0,0,0
7081,0,0,0,0
7082,0,0,0,0
7083,0,0,0,0
7084,0,0,0,0
7085,0,0,0,0
7086,0,0,0,0
7087,-340.23,-443.56,340.23,443.56
7088,-2116.2,-2648.3,2116.2,2648.3
7089,-4906.7,-6058.5,4906.7,6058.5
7090,-7606.2,-9274.4,7606.2,9274.4
7091,-8986.4,-10867,8986.4,10867
7092,-8827.2,-10653,8827.2,10653
7093,-7267.6,-8812.6,7267.6,8812.6
7094,-4615.9,-5665.6,4615.9,5665.6
7095,-2009.1,-2470,2009.1,2470
7096,-387.77,-490.62,387.77,490.62
7097,-7.5356,-9.4405,7.5356,9.4405
7098,-6.92E-18,-3.38E-17,6.91857E-18,3.37643E-17
7099,6.79E-47,-2.23E-45,-6.7856E-47,2.22548E-45
7100,1.82E-61,-1.95E-61,-1.81993E-61,1.94665E-61
7101,5.20E-68,3.33E-67,-5.19682E-68,-3.32743E-67
7102,1.05E-82,-1.21E-83,-1.04711E-82,1.21072E-83
7103,1.75E-94,6.97E-95,-1.75184E-94,-6.97433E-95
7104,0,0,0,0
7105,0,0,0,0
7106,0,0,0,0
7107,0,0,0,0
7108,0,0,0,0
7109,0,0,0,0
7110,0,0,0,0
7111,-132.66,-131.22,132.66,131.22
7112,-955.78,-1073.3,955.78,1073.3
7113,-1836.1,-2013.8,1836.1,2013.8
7114,-2751.7,-3012.6,2751.7,3012.6
7115,-4379.2,-4972.1,4379.2,4972.1
7116,-5311.1,-6131.3,5311.1,6131.3
7117,-6345.4,-7626.3,6345.4,7626.3
7118,-6187.1,-7798.3,6187.1,7798.3
7119,-3523.1,-4700.7,3523.1,4700.7
7120,-563.09,-819.56,563.09,819.56
7121,-3.34E-27,4.16E-27,3.33561E-27,-4.16182E-27
7122,1.05E-64,-3.21E-65,-1.04735E-64,3.2134E-65
7123,-2.40E-92,-1.00E-91,2.3977E-92,1.00145E-91
7124,0,0,0,0
7125,0,0,0,0
7126,0,0,0,0
7127,0,0,0,0
7128,0,0,0,0
7129,0,0,0,0
7130,0,0,0,0
7131,0,0,0,0
7132,0,0,0,0
7133,0,0,0,0
7134,0,0,0,0
7135,-166.22,-189.45,166.22,189.45
7136,-1052.7,-1216.4,1052.7,1216.4
7137,-2431.3,-2795.2,2431.3,2795.2
7138,-4465.8,-5280.4,4465.8,5280.4
7139,-7442.8,-8989.9,7442.8,8989.9
7140,-9352.2,-11419,9352.2,11419
7141,-9104.8,-11326,9104.8,11326
7142,-7192,-9231.9,7192,9231.9
7143,-3700.8,-5032.1,3700.8,5032.1
7144,-546.18,-813.71,546.18,813.71
7145,-1.14E-26,4.03E-27,1.14477E-26,-4.02906E-27
7146,-3.73E-64,1.59E-63,3.73132E-64,-1.58749E-63
7147,-3.92E-91,-4.85E-93,3.91814E-91,4.84731E-93
7148,0,0,0,0
7149,0,0,0,0
7150,0,0,0,0
7151,0,0,0,0
7152,0,0,0,0
7153,0,0,0,0
7154,0,0,0,0
7155,0,0,0,0
7156,0,0,0,0
7157,0,0,0,0
7158,0,0,0,0
7159,-171.43,-202.88,171.43,202.88
7160,-1136.1,-1331.2,1136.1,1331.2
7161,-2472.1,-2862.7,2472.1,2862.7
7162,-3873.8,-4473.7,3873.8,4473.7
7163,-5727.5,-6745,5727.5,6745
7164,-7001.8,-8480.2,7001.8,8480.2
7165,-7442.6,-9162.4,7442.6,9162.4
7166,-6027.1,-7691.3,6027.1,7691.3
7167,-2978.7,-3979.5,2978.7,3979.5
7168,-445.59,-638.21,445.59,638.21
7169,-2.66E-27,-7.01E-27,2.66182E-27,7.01186E-27
7170,4.54E-61,-8.10E-60,-4.54013E-61,8.09668E-60
7171,4.23E-82,-4.58E-81,-4.23135E-82,4.58175E-81
7172,8.89E-98,7.32E-97,-8.89472E-98,-7.32013E-97
7173,0,0,0,0
7174,0,0,0,0
7175,0,0,0,0
7176,0,0,0,0
7177,0,0,0,0
7178,0,0,0,0
7179,0,0,0,0
7180,0,0,0,0
7181,0,0,0,0
7182,0,0,0,0
7183,-385.51,-575.05,385.51,575.05
7184,-3096.4,-4161.8,3096.4,4161.8
7185,-7198.9,-9500.9,7198.9,9500.9
7186,-10046,-12666,10046,12666
7187,-10998,-13654,10998,13654
7188,-10698,-13280,10698,13280
7189,-9111.6,-11428,9111.6,11428
7190,-6264.1,-8007.8,6264.1,8007.8
7191,-2589.1,-3438.2,2589.1,3438.2
7192,-384.85,-540.22,384.85,540.22
7193,0,0,0,0
7194,0,0,0,0
7195,0,0,0,0
7196,0,0,0,0
7197,0,0,0,0
7198,0,0,0,0
7199,0,0,0,0
7200,0,0,0,0
7201,0,0,0,0
7202,0,0,0,0
7203,0,0,0,0
7204,0,0,0,0
7205,0,0,0,0
7206,0,0,0,0
7207,-143.24,-190.13,143.24,190.13
7208,-965.76,-1131.4,965.76,1131.4
7209,-2568.2,-3024.5,2568.2,3024.5
7210,-3688.6,-4280.4,3688.6,4280.4
7211,-4070.9,-4658.6,4070.9,4658.6
7212,-3682.5,-4180.5,3682.5,4180.5
7213,-2661.8,-2949.6,2661.8,2949.6
7214,-1755.8,-1951.1,1755.8,1951.1
7215,-666.07,-726.37,666.07,726.37
7216,-76.923,-76.628,76.923,76.628
7217,1.60E-16,-8.20E-17,-1.59581E-16,8.19975E-17
7218,3.30E-33,1.49E-34,-3.30485E-33,-1.48835E-34
7219,7.17E-60,8.07E-60,-7.1733E-60,-8.07296E-60
7220,1.09E-75,2.79E-76,-1.08918E-75,-2.78803E-76
7221,-4.30E-83,-1.09E-84,4.296E-83,1.09327E-84
7222,0,0,0,0
7223,0,0,0,0
7224,0,0,0,0
7225,0,0,0,0
7226,0,0,0,0
7227,0,0,0,0
7228,0,0,0,0
7229,0,0,0,0
7230,-12.667,-11.149,12.667,11.149
7231,-49.991,-49.199,49.991,49.199
7232,-438.14,-457.61,438.14,457.61
7233,-1335.9,-1449.7,1335.9,1449.7
7234,-2056.4,-2225.4,2056.4,2225.4
7235,-2370.4,-2548.4,2370.4,2548.4
7236,-2540.1,-2751.6,2540.1,2751.6
7237,-2194.7,-2388.4,2194.7,2388.4
7238,-1387.8,-1504.8,1387.8,1504.8
7239,-514.71,-553.84,514.71,553.84
7240,-59.237,-58.625,59.237,58.625
7241,0,0,0,0
7242,0,0,0,0
7243,0,0,0,0
7244,0,0,0,0
7245,0,0,0,0
7246,0,0,0,0
7247,0,0,0,0
7248,0,0,0,0
7249,0,0,0,0
7250,0,0,0,0
7251,0,0,0,0
7252,0,0,0,0
7253,0,0,0,0
7254,-8.9286,-8.7074,8.9286,8.7074
7255,-50.304,-50.268,50.304,50.268
7256,-451.64,-477.48,451.64,477.48
7257,-1345.3,-1468.2,1345.3,1468.2
7258,-2072,-2254.2,2072,2254.2
7259,-2370.7,-2559.2,2370.7,2559.2
7260,-2500.5,-2714.6,2500.5,2714.6
7261,-2101,-2285.5,2101,2285.5
7262,-1254.3,-1351.7,1254.3,1351.7
7263,-463.56,-489.69,463.56,489.69
7264,-50.888,-50.583,50.888,50.583
7265,0,0,0,0
7266,0,0,0,0
7267,0,0,0,0
7268,0,0,0,0
7269,0,0,0,0
7270,0,0,0,0
7271,0,0,0,0
7272,0,0,0,0
7273,0,0,0,0
7274,0,0,0,0
7275,0,0,0,0
7276,0,0,0,0
7277,0,0,0,0
7278,0,0,0,0
7279,-41.68,-41.456,41.68,41.456
7280,-395.68,-413.42,395.68,413.42
7281,-1257.4,-1369.6,1257.4,1369.6
7282,-1983.1,-2156.7,1983.1,2156.7
7283,-2331.3,-2521.6,2331.3,2521.6
7284,-2493.7,-2715.9,2493.7,2715.9
7285,-2137.8,-2339.9,2137.8,2339.9
7286,-1340.1,-1465.1,1340.1,1465.1
7287,-479.13,-510.22,479.13,510.22
7288,-50.888,-50.591,50.888,50.591
7289,0,0,0,0
7290,0,0,0,0
7291,0,0,0,0
7292,0,0,0,0
7293,0,0,0,0
7294,0,0,0,0
7295,0,0,0,0
7296,0,0,0,0
7297,0,0,0,0
7298,0,0,0,0
7299,0,0,0,0
7300,0,0,0,0
7301,0,0,0,0
7302,-67.17,-73.875,67.17,73.875
7303,-231.47,-259.08,231.47,259.08
7304,-985.93,-1161.6,985.93,1161.6
7305,-1352,-1499,1352,1499
7306,-1815.4,-1960.7,1815.4,1960.7
7307,-2200.6,-2372.9,2200.6,2372.9
7308,-2213,-2386.3,2213,2386.3
7309,-2084.2,-2286.5,2084.2,2286.5
7310,-1809.1,-2083.7,1809.1,2083.7
7311,-1161.1,-1386.9,1161.1,1386.9
7312,-300.44,-355.22,300.44,355.22
7313,0,0,0,0
7314,0,0,0,0
7315,0,0,0,0
7316,0,0,0,0
7317,0,0,0,0
7318,0,0,0,0
7319,0,0,0,0
7320,0,0,0,0
7321,0,0,0,0
7322,0,0,0,0
7323,0,0,0,0
7324,0,0,0,0
7325,0,0,0,0
7326,-71.028,-84.939,71.028,84.939
7327,-233.51,-275.01,233.51,275.01
7328,-1203.8,-1468.6,1203.8,1468.6
7329,-2033.8,-2404.6,2033.8,2404.6
7330,-2696.7,-3092.2,2696.7,3092.2
7331,-3170.9,-3604.6,3170.9,3604.6
7332,-2914.2,-3255.9,2914.2,3255.9
7333,-2340.4,-2613.9,2340.4,2613.9
7334,-1827.4,-2127.3,1827.4,2127.3
7335,-1140.5,-1368.9,1140.5,1368.9
7336,-306.38,-365.2,306.38,365.2
7337,0,0,0,0
7338,0,0,0,0
7339,0,0,0,0
7340,0,0,0,0
7341,0,0,0,0
7342,0,0,0,0
7343,0,0,0,0
7344,0,0,0,0
7345,0,0,0,0
7346,0,0,0,0
7347,0,0,0,0
7348,0,0,0,0
7349,0,0,0,0
7350,-19.469,0,19.469,0
7351,-345.16,-695.87,345.16,695.87
7352,-2207.1,-2968,2207.1,2968
7353,-6049.2,-7995.1,6049.2,7995.1
7354,-8763.8,-11293,8763.8,11293
7355,-10056,-12708,10056,12708
7356,-8772.8,-11029,8772.8,11029
7357,-5891.2,-7322.6,5891.2,7322.6
7358,-2994.3,-3706.9,2994.3,3706.9
7359,-1222.7,-1582.4,1222.7,1582.4
7360,-263.29,-399.49,263.29,399.49
7361,9.33E-11,-15.322,-9.3254E-11,15.322
7362,4.97E-15,-5.62E-13,-4.96764E-15,5.62445E-13
7363,2.01E-28,-3.01E-28,-2.01001E-28,3.01425E-28
7364,-7.55E-60,1.82E-50,7.5486E-60,-1.8216E-50
7365,0,0,0,0
7366,0,0,0,0
